content	passageId	label	propertyName	propertyId	propertyDescription
Dassault Group ([daˈso]; GIMD, Groupe Dassault, or the Groupe Industriel Marcel Dassault S.A.) is a France-based group of companies established in 1929 with the creation of Dassault Aviation by Marcel Dassault, and currently led by son Serge Dassault with cofounder and CEO of Dassault Systèmes Charles Edelstenne, and Dassault Aviation CEO Éric Trappier.	7037:16:371	0	CEO	4	Describes the relationship between an organization and its CEO.
A subsidiary of Bouygues Construction, Bouygues Energies & Services employs 14,000 people across 25 countries, and generated sales of CAD $2.9 billion in 2014.	30384:988:1147	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Bouygues E&S, through its subsidiary Plan Group, acquired Gastier, a technical service provider employing over 600 people and generating annual revenues of approximately CAD $122 million.	30384:1395:1582	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Valay Shende (15 September 1980, Nagpur, Maharashtra, India) is a sculptor and artist.	7975:14:100	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Chitrakala Mahavidyalaya, Nagpur, and then he went on to train at the Sir Jamsetjee Jeejebhoy School of Art, Mumbai, from which he graduated with a Bachelor of Fine Arts in sculpturing in 2004.	7975:160:353	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
"Hailed by the New York Times as ""Outstanding"" and an ""Excellent Soloist"", Trevor Nuckols is rapidly establishing himself as a horn soloist, chamber musician, and orchestral performer around the world."	9189:16:216	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
According to Houbraken he was the second son of Mathias Withoos, brother to the painters Johannes, Frans and Alida Withoos.	4940:119:242	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
HLL was started off in 1966 with the objective of producing good quality condoms for the National Family Planning Program.	22705:149:271	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Christopher Kier (born 1959 in Toronto) is an encaustic painter who graduated from the Ontario College of Art in 1987.	19494:18:136	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
The marriage ended in divorce and Tomas married Imee Marcos, daughter of then Philippine President Ferdinand Marcos.	15671:610:726	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Kofi Annan, a Ghanaian diplomat, was the seventh Secretary-General of the United Nations.	4934:427:516	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Per Rune Henriksen (born 14 March 1960) is a Norwegian politician for the Labour Party.	28691:20:107	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Princess Sophia Hedwig of Denmark (28 August 1677 – 13 March 1735) was a Danish princess, the daughter of King Christian V and his queen-consort, Charlotte Amalie of Hesse-Kassel (or Hesse-Cassel).	13594:35:232	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Vincent lived with his partner, actor J. Warren Kerrigan from about 1914 until Kerrigan's death in 1947.	8322:286:390	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He was born in Springfield, Massachusetts and died in New York, New York.	8322:212:285	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Hanna City was founded in 1882 and named after William Hanna (born 1827), who was president of the Peoria-Farmington Railroad, which ran through Hanna City.	7857:208:364	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He matriculated from Trinity College, Cambridge in 1561, obtaining his BA degree in 1565 and his MA in 1568.	8023:119:227	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Prior to joining MSU in 2013, he was a faculty member at West Virginia University (WVU) from 2003 to 2012.	27235:162:268	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He was born in Los Angeles, California to American actor Steve McQueen and Filipino actress Neile Adams.	13613:143:247	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Carolyn Berghuis is the founder and director of Trinity Holistic Wellness.	2069:434:508	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
Colm Hilliard (28 May 1936 – 14 January 2002) was an Irish Fianna Fáil politician who sat for fifteen years as Teachta Dála (TD) for Meath.	12900:15:154	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
He was first elected to Dáil Éireann at the February 1982 general election, replacing retiring Labour Party TD James Tully, and giving Fianna Fáil three out of five Meath seats in the 23rd Dáil.	12900:155:349	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Producers in several parts of the UK have staged productions, including national tours, of the Lloyd Webber musicals under licence from the Really Useful Group.	7870:1371:1531	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
He has a star on the Hollywood Walk of Fame, is an inductee into the Songwriter's Hall of Fame, and is a fellow of the British Academy of Songwriters, Composers and Authors.	7870:1108:1281	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Andrew Lloyd Webber, Baron Lloyd-Webber Kt (born 22 March 1948) is an English composer and impresario of musical theatre.	7870:21:142	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Founded in 1829, it is one of the oldest and most prestigious engineering schools in France and has the special status of Grand établissement.	7811:281:423	0	DATE_FOUNDED	5	Describes the founding date of a company.
Established in 2004, Tata Business Support Services is a wholly-owned subsidiary of Tata Sons, the holding company of the Tata Group (149 years vintage, over 60...0,000 employees and operations in over 100 countries).	30427:28:245	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Presently, the Building Construction Limited is intending to establish a new Paper Mills for producing writing paper by it subsidiary company BCL Paper Mills Limited at Thengamara, Bogra.	23667:1312:1499	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Mr. Zekelman previously held the position of Chief Operating Officer and was promoted to Chief Executive Officer and President of Zekelman Industries in 2008.	14801:734:892	0	CEO	4	Describes the relationship between an organization and its CEO.
He received his early education in Windsor and later attended York University in Toronto, Ontario.	14801:1075:1173	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
In 2006, as CEO, Chairman and President of Atlas Tube, Mr. Zekelman merged Atlas Tube with Zekelman Industries.	14801:621:732	0	CEO	4	Describes the relationship between an organization and its CEO.
She is the founder and CEO of JOOR (named after herself), the digital marketplace developed to service wholesale apparel, a largely offline industry where orders are still frequently placed using fax.	7131:100:300	0	CEO	4	Describes the relationship between an organization and its CEO.
Mona Bijoor (born November 25, 1976) is an American fashion and internet entrepreneur.	7131:13:99	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Its head office was in the Alyemda Building in Khormaksar, Aden.	7848:321:385	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
It was established at Aden on 11 March 1971 after nationalizing Brothers Air Services (BASCO) which was a private company owned by the Ba Haroon Brothers.	7848:166:320	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
We have grown from 1 center with 22 kids, to 19 locations with over 1500 children using our services.	4740:1430:1531	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Many of them come full circle beginning in our program as kids and returning to us a grown, experienced staff members ready to impart the Kids After Hours spirit to others.	4740:860:1032	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
I also serve as a Chicago Sports Commission Executive Committee member, sit on the advisory group of our eSports subsidiary (rEvXP) and global event consultancy (RGE) and a member of both the Vistage CEO Network and Indiana Sports Corp.	1579:687:923	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Moisej Solomonovich Teif (Russian: Моисей Соломонович Тейф; Hebrew: משה בן שלמה טייף, Moshe ben Shlomo Teif) (September 4, 1904 – December 23, 1966) was a prominent Yiddish Soviet poet born in Minsk, Belarus.	29427:25:233	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Migrated to the healthcare industry specific to genetic testing and have enjoyed bringing my transportation expertise to an industry that serves the needs of people in pivotal times in their lives.	18575:253:450	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In 1995, he founded Interactive Magic which later became iEntertainment Network.	7198:862:942	0	DATE_FOUNDED	5	Describes the founding date of a company.
He also one of only 100 four year national ROTC scholarships as a high school senior and attended Pennsylvania Military College for one year before attending the USAF Academy.	7198:357:532	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
John Wilbur 'Wild Bill' Stealey Sr. (born 1947) is a retired United States Air Force lieutenant colonel and the current CEO of iEntertainment Network.	7198:14:164	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
While serving as an Air Force major, Stealey founded MicroProse together with Sid Meier in 1982.	7198:693:789	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In 2005, Stealey attended Wake Technical Community College Digital Game Xpo as a guest speaker.	7198:1188:1283	0	PLACE_OF_RESIDENCE	11	Describes the relationship between a person and the location where she/he lives/lived.
Anton Drexler (13 June 1884 – 24 February 1942) was a German far-right political leader of the 1920s who was instrumental in the formation of the pan-German and anti-Semitic German Workers' Party (Deutsche Arbeiterpartei – DAP), the antecedent of the Nazi Party (Nationalsozialistische Deutsche Arbeiterpartei – NSDAP).	7724:15:334	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Cinepoly Records (新藝寶) is a Hong Kong-based record label founded in 1985.	18646:18:91	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
She co-founded Sunrun in 2007 while attending Stanford Business School.	28976:435:506	0	PLACE_OF_RESIDENCE	11	Describes the relationship between a person and the location where she/he lives/lived.
Davidson grew up in Shropshire from the age of 6 through to 16, and is the daughter of the photographer Robert Davidson and the sister of actresses Sadie Frost and Jade Davidson.	12822:308:486	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Since my graduation , I’ve worked as a sales engineer in the commercial area of multinational companies serving the market in Latin America and the National market focus in Mining, Construction , Medical Products and Airport Equipaments.	17803:142:379	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Codorus Valley Bancorp, Inc. (Codorus Valley) incorporated in 1986, is a one-bank holding company headquartered in York, Pennsylvania that provides a full range of financial services through its subsidiary, PeoplesBank, A Codorus Valley Company (PeoplesBank).	17371:39:298	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
PeoplesBank is the largest full service community bank headquartered and managed in York County.	17371:684:780	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
On 7 May 1851 she married the Rev. Daniel Ames, from whom she was divorced in 1874.	15710:171:254	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Pallav Pandey is Co-Founder of Knowlarity Communications Pvt. Ltd and serves as its Chief Operating Officer.	1994:15:123	0	CEO	4	Describes the relationship between an organization and its CEO.
He is noted for his role in the discovery and isolation of insulin during his tenure as a lecturer at the University of Toronto, for which he and Frederick Banting received the 1923 Nobel prize in Physiology or Medicine.	5196:266:486	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Prior to Glip, Patrick was Co-founder and CEO of Rule, a forerunner in SaaS team collaboration, where he built and lead a team to successful product launch and go-to-market, closed two strategic corporate investments and exceeded 20,000 company accounts worldwide before being acquired.	2156:363:649	0	CEO	4	Describes the relationship between an organization and its CEO.
Patrick got his start with Struans Group, where he planned, staffed and launched a co-op program for international investment trusts and internal SaaS CRM.	2156:866:1021	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
La Coop fédérée represents more than 100,000 members grouped into 102 cooperatives with operations located across Quebec, New Brunswick, Ontario, Alberta, Manitoba, and Saskatchewan.	30419:1076:1258	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
We are the parent company to Northeast Foods, Schmidt Baking Company, Ottenberg, and H&S Distribution.	16507:167:269	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Dr. Vimal Ramjee is a cardiologist in Philadelphia, Pennsylvania and is a fellow at Penn Medicine.	4351:340:438	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Sometimes her name is given as Irkalla, similar to the way the name Hades was used in Greek mythology for both the underworld and its ruler, and sometimes it is given as Ninkigal, lit.	5068:171:355	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Basil Montagu (24 April 1770 – 27 November 1851) was a British jurist, barrister, writer and philanthropist.	14122:15:123	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He was the son of John Montagu, 4th Earl of Sandwich, and his mistress, singer Martha Ray.	14122:386:476	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
John B. LaBossiere (1935–2006) was a Canadian politician who was leader of the New Brunswick New Democratic Party from 1976 to 1980.	30031:17:149	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Ivo Georgiev (born 12 May 1972) is a retired Bulgarian football player in the forward role.	15940:14:105	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
"Margaret Louise ""Polly"" Grubb (September 22, 1907 – November 17, 1963) was the first wife of pulp fiction author and Scientology founder L. Ron Hubbard, to whom she was married between 1933 and 1947."	13305:16:215	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Having played at many important venues and events in Istanbul, and few shows in London, Cologne, Berlin, Copenhagen and Vienna; Fakepakt a.k.a Yigit Gurcihan moved to London where he is currently residing See More	11769:314:527	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He is director of the Program of Romani Studies and the Romani Archives and Documentation Center at The University of Texas at Austin, where he has been a professor of English, linguistics and Asian studies since 1972.	4937:232:450	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
He was born and raised in England, and is one of the main contributors in the field of Romani studies.	4937:129:231	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He has represented the Romani people at the United Nations and served as a member of the US Holocaust Memorial Council under President Bill Clinton, who Hancock claims has Romani ancestry.	4937:451:639	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Donnacha Ryan (born 11 December 1983 in Limerick, Ireland) is an Irish rugby union player for Munster in the Pro 12 and European Rugby Champions Cup.	22480:15:164	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He was born in 1936 in Brazzaville, French Equatorial Africa (today in the Republic of the Congo).	16098:136:234	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
My wife and I moved from Virginia Beach to Suffolk, Va. in July of 2013 where we are now living with our children,	10978:407:521	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
After graduation I entered into the United State Air Force where I served for over 7 years.	10978:176:267	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Infanta Maria Teresa of Spain (Spanish: María Teresa Isabel Eugenia del Patrocinio Diega de Borbón y Habsburgo, Infanta de España) (12 November 1882 in Madrid, Kingdom of Spain – 23 September 1912 in Madrid, Kingdom of Spain) was the second eldest child and daughter of Alfonso XII of Spain and his second wife Maria Christina of Austria.	13703:31:369	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Beginning in 2012, through a series of acquisitions in the United States, Golf Supply House, and its subsidiaries, Eagle One Golf, Fore Par Group, and Western Golf, have grown to become the largest distributors of golf course and range equipment, supplies, and accessories in the world.	19954:107:393	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
"During my masters I worked as student Intern for 6 months in Bosch Rexroth for the Finite Element Analysis of Solar Panel Structures using FEA tools like RFEM and Pro-Mechanica which was again followed by my Intern cum Master thesis for "" FEA of rubber seals in Engine Cooling System "" in Behr Automotive ,Stuttgart where I worked for 8 months."	26904:718:1062	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
The press was continued after Aldus’s death in 1515 by his wife and her father until his son Paolo (1512–1574) took over.	7728:682:803	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Aldine Press was the printing office started by Aldus Manutius in 1494 in Venice, from which were issued the celebrated Aldine editions of the classics (Latin and Greek masterpieces plus a few more modern works).	7728:14:226	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
The Baltimore Orioles, formerly the St. Louis Browns, are an American professional baseball franchise currently based in Baltimore, Maryland.	7807:35:176	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
They were founded in 1894 as the Milwaukee Brewers of the Western League and joined the American League (AL) in 1901, before relocating to St. Louis the following season - a move planned by the league several years before its fruition.	7807:177:412	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
After this, however, the Orioles entered their golden age between 1966 and 1983, when they won three World Series, played in the postseason eight times, and had 18 consecutive winning seasons between 1968 and 1985.	7807:979:1193	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Others who have performed the song include Slade, Rich Kids, Vacuum, Aorta, Third Rail, Paul Revere and the Raiders, Glad, The Pointed Sticks, The Ramones, the Fuzztones, The Urinals, The Diodes, Mod Fun and Marshmallow Overcoat.	13692:370:599	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Shape of Things to Come is a song written by Barry Mann and Cynthia Weil from the film Wild in the Streets, performed by the fictional band Max Frost and the Troopers on their 1968 album Shape of Things to Come.	13692:32:245	0	NATIONALITY	10	Describes he country of a person's citizenship or country in which the person is deemed a national.
Claude Kalisa (born 6 March 1977) is a Rwandan former professional football defender.	18142:15:100	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Born in Sydney, he was raised in Dubbo, New South Wales before moving to Canberra.	16045:114:196	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He also studied at the Sydney Conservatorium of Music, graduating with a Doctor of Philosophy, and also completed a master's degree at the University of Tasmania.	16045:280:442	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
William Irvin Swoope (October 3, 1862 – October 9, 1930) was a Republican member of the U.S. House of Representatives from Pennsylvania.	18491:22:158	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Wonder Boy III Monster Lair) is a side-scrolling action game developed by Westone Bit Entertainment that was originally released for the arcades by Sega in 1988.	20946:115:278	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He built up a conglomerate of manufacturing, distribution and trading enterprises in Egypt, while also serving as President of the Sahadi Company, a New Jersey based subsidiary of Unilever.	30192:410:599	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
The band are currently When they were around eleven years old, Nick Hodgson, Nick Baines and Simon Rix met in the same class at St. Mary's Catholic High School, Menston, West Yorkshire.	16920:274:459	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Despite never matching this early succes, they enjoy a large fanbase in their native Scotland with albums regularly topping the Scottish Albums Chart.	16920:1455:1605	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
"SummerSlam 1991 is remembered for the on-screen wedding of Randy Savage and Miss Elizabeth, dubbed ""A Match Made in Heaven"" by announcer Gene Okerlund."	13631:249:400	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Since resigning as Chief Executive Officer in 2001, Otten has been involved in numerous other businesses and industries, including Major League Baseball's Boston Red Sox.	12982:96:266	0	CEO	4	Describes the relationship between an organization and its CEO.
"Leslie B. ""Les"" Otten (born 1949), is the former CEO of the American Skiing Company."	12982:11:95	0	CEO	4	Describes the relationship between an organization and its CEO.
When I moved here to Canada, I did not know how to speak english read or write.	2615:175:254	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
All this would not have been possible without the love that I have for my beautiful daughter Destiny.	2615:1480:1581	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Lived in Montreal for quit some time and have challenged many obstacles to reach where I am today.	2615:76:174	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Duncan was born in Bolton in 1970 and was first associated with Vauxhall as an undergraduate at the Ellesmere Port plant in 1990.	22970:289:418	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Following its acquisition by Société Générale in June 2016, it was merged with SG Hambros, already a subsidiary of Société Générale, to form Kleinwort Hambros in November 2016.	20095:357:533	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
They merged in 1961 to create Kleinwort Benson Lonsdale, later Kleinwort Benson.	20095:276:356	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Oleksandr Savanchuk (Ukrainian: Олександр Володимирович Саванчук, born 9 October 1982 in Horlivka, in the Donetsk Oblast in the Ukrainian SSR of the Soviet Union) is a Ukrainian football striker who plays for FC Naftovyk-Ukrnafta Okhtyrka in the Ukrainian First League.	28077:21:290	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Andrzej Osipów (born 31 March 1953 in Osieczna, Pomeranian Voivodeship) was a CEO of Szybka Kolej Miejska.	12960:16:122	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Loran is forming also an advisory board of members that are local and international public figures who share the same vision of our team.	3241:632:769	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Loran is a life companion for nationals and internationals within UAE, its a turning point in the Industry of Interior Design, where uniqueness is being re defined within our offices.	3241:29:212	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Loran is not just interior design company is just a core brick of a group that will be created to grow within the United Arab Emirates within a 5 years plan to serve the community and reach out to the world as a leading example, an example that the world is living since 1972.	3241:1086:1362	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
In 1968 he co-founded Allegro Films, one of the earliest independent television production companies in the UK.	24516:826:937	0	PLACE_OF_RESIDENCE	11	Describes the relationship between a person and the location where she/he lives/lived.
A native of Transylvania, he graduated from Budapest University, after which he was ordained.	8234:177:270	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
In 1919, he moved to Cluj, where he lived for most of the remainder of his life.	8234:750:830	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He was voted into the Romanian Academy and assumed the office of Senate vice president under the National Renaissance Front dictatorship.	8234:926:1063	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
TPB AFK: The Pirate Bay Away From Keyboard is a documentary film released on 8 February 2013, directed by Simon Klose, based on the lives of the three founders of The Pirate Bay: Peter Sunde, Fredrik Neij and Gottfrid Svartholm.	25198:9:237	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
She was the President and CEO of Sony BMG Music Canada from the original merger in September 2004 until January 2007.	13008:216:333	0	CEO	4	Describes the relationship between an organization and its CEO.
He was leader of the New Democratic Party of Canada (NDP) from 1975 to 1989.	30075:187:263	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
The company grew to be very important to the war effort, and when it was threatened by a strike in 1944 it was seized by the Department of War under order of President Roosevelt.	25482:1252:1430	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Along his professional career, he has been head of the Legume Programme in INIA after which he worked for IDRC as a Crop Production Systems Programme Officer for Latin America and the Caribbean between 1989 and 1992.	10462:590:806	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Born in Lima, Peru on December 26, 1956 and raised in a dairy farm 20 km east of Lima he studied elementary school in Lima.	10462:19:142	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Founded by retired diplomat Javier Corona and his wife, Amelia, in 1983, Las Palomas is now led by their daughter, MariCarmen Corona Dale, whose high standards and attention to detail ensures patrons are served only the best.	1800:428:653	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
At the previous election on 6 May 2010 Bernard Aussenberg (Conservative Party), and Labour Party candidates Edward Brown and Daniel Stevens, were returned.	16149:247:402	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
The wholly owned subsidiary NORSAR Innovation AS is performing the major part of its activity out of a location in Bergen, Norway.	2541:1072:1202	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
He serves as the Chairman and Chief Executive Officer of Caxton Associates, a hedge fund headquartered on Berkeley Square in London.	7075:78:210	0	CEO	4	Describes the relationship between an organization and its CEO.
Billy, the show's host interviewed Carlo and his father, Edgardo Mendoza.	30269:561:634	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
They were close friends with Hermann Rothe, Margaret was the godmother of his daughter Margarethe.	15689:824:922	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
She was the subject of a famous 1905 portrait painted for her wedding by the artist Gustav Klimt (Stonborough-Wittgenstein and other members of the Wittgenstein family were among Klimt's most important patrons), which was sold in 1960 by her son Thomas and may now be seen in the Neue Pinakothek gallery in Munich.	15689:266:580	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In 1940, she emigrated to the USA, but returned to Austria after the war and obtained restitution of part of her wealth which had been confiscated by the Nazis.	15689:1691:1851	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
I am a co-founder of BOTH (A subsidiary of the MGE Group) who has the capabilities, forces, and resources that contribute to the success of our clients' business.	4646:242:404	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
We set ourselves apart from our competitors by our down to earth approach and personal values which give meaning to the work we do and the way we do it.	17988:274:426	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
I am currently working at Wood Recruitment, where I specialise in contract office employment.	17988:15:108	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
As secretary to the French foreign minister, he co-signed the Treaty of Rome for France in 1957, thus helping to create the European Union.	7753:421:560	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Maurice Faure (2 January 1922 – 6 March 2014) was a member of the French Resistance and a minister in several French governments.	7753:15:144	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Awards to date include 'Best Cocktail Bar in Ireland' at the 2013 Licensing World Bar Awards - Cornstore Limerick, 'Gold Medal Winner' Blas na hEireann Awards 2013 - Cornstore Own Brand No.6 Steak Rub, Hotel and Catering Review Gold Medal Award for 'Ireland's Best Casual Dining Restaurant in Ireland' 2012 - Cornstore Cork, and since opening the restaurants have received many accolades from the Restaurant Association of Ireland (RAI) in their annual awards, such as 'Best Restaurant in Limerick' winner in 2012 and 2013, 'Best Kids Size Me in Munster' 2013, 'Best Customer Service' winner in Cork 2010 & 2011, 'Best Casual Dining' winner in Cork 2010.	29869:1064:1718	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Shionogi Inc., the U.S. based subsidiary of Shionogi & Co., Ltd., continues this focus on the development and commercializa ... more  Find other employees at this company (827)	44:722:898	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Henry VIII used the table for feasts after his marriages to Catherine of Aragon and Anne Boleyn.	13657:410:506	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
"Colonel William Joseph (W.J.) ""Joe"" Aitchison, OMM, CD (born December 5, 1941) is a retired Canadian military officer, and former Colonel of the Regiment for the Royal Canadian Regiment."	28654:17:203	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
XO Group Inc., formerly The Knot Inc., is a media company that publishes multi-media content for couples who are planning weddings, creating a home, and starting a family.	23412:10:181	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Rodney Cyril Sacks is an American billionaire businessman, Chairman and CEO of Monster Beverage since 1990.	7225:14:121	0	CEO	4	Describes the relationship between an organization and its CEO.
She was stabbed to death in a condo parking lot in San Juan City on November 7, 2001.	13736:367:452	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Chris Laszlo is a Visiting Professor at Case Western University’s Weatherhead School of Management, and co-founder of Sustainable Value Partners, LLC, where he has advised thousands of executives on sustainability for competitive advantage.	7054:1284:1524	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Lewis Strong Clarke, a Louisiana sugarcane planter and 19th century Republican politician, was born there in 1837.	8108:639:753	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
